"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Median Price","2015 November","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","175925"
"Median Price","2015 November","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2015 November","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2015 November","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","111500"
"Median Price","2015 November","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","175000"
"Median Price","2015 November","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 November","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","206000"
"Median Price","2015 November","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","111000"
"Median Price","2015 November","New","All","Filings","All Buyer Types","Euro","259915"
"Median Price","2015 November","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231500"
"Median Price","2015 November","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","321713"
"Median Price","2015 November","New","All","Filings","Household Buyer - Non-Occupier","Euro","113500"
"Median Price","2015 November","New","All","Executions","All Buyer Types","Euro","234797"
"Median Price","2015 November","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","184998"
"Median Price","2015 November","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","302081"
"Median Price","2015 November","New","All","Executions","Household Buyer - Non-Occupier","Euro","99000"
"Median Price","2015 November","Existing","All","Filings","All Buyer Types","Euro","170000"
"Median Price","2015 November","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 November","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","191700"
"Median Price","2015 November","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","111000"
"Median Price","2015 November","Existing","All","Executions","All Buyer Types","Euro","171000"
"Median Price","2015 November","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","177750"
"Median Price","2015 November","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2015 November","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","112500"
"Median Price","2015 December","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","186000"
"Median Price","2015 December","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192000"
"Median Price","2015 December","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","220000"
"Median Price","2015 December","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","120000"
"Median Price","2015 December","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2015 December","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","197000"
"Median Price","2015 December","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","209000"
"Median Price","2015 December","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2015 December","New","All","Filings","All Buyer Types","Euro","270000"
"Median Price","2015 December","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231696"
"Median Price","2015 December","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","303387"
"Median Price","2015 December","New","All","Filings","Household Buyer - Non-Occupier","Euro","121573"
"Median Price","2015 December","New","All","Executions","All Buyer Types","Euro","271200"
"Median Price","2015 December","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","260000"
"Median Price","2015 December","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","300775"
"Median Price","2015 December","New","All","Executions","Household Buyer - Non-Occupier","Euro","170000"
"Median Price","2015 December","Existing","All","Filings","All Buyer Types","Euro","178500"
"Median Price","2015 December","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","186000"
"Median Price","2015 December","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","206000"
"Median Price","2015 December","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","120000"
"Median Price","2015 December","Existing","All","Executions","All Buyer Types","Euro","171000"
"Median Price","2015 December","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2015 December","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 December","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","112500"
"Median Price","2016 January","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","180000"
"Median Price","2016 January","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","197000"
"Median Price","2016 January","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","205000"
"Median Price","2016 January","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","117000"
"Median Price","2016 January","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","195000"
"Median Price","2016 January","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200500"
"Median Price","2016 January","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","217000"
"Median Price","2016 January","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","122000"
"Median Price","2016 January","New","All","Filings","All Buyer Types","Euro","245000"
"Median Price","2016 January","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240000"
"Median Price","2016 January","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","275000"
"Median Price","2016 January","New","All","Filings","Household Buyer - Non-Occupier","Euro","167500"
"Median Price","2016 January","New","All","Executions","All Buyer Types","Euro","246863"
"Median Price","2016 January","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","236675"
"Median Price","2016 January","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","285000"
"Median Price","2016 January","New","All","Executions","Household Buyer - Non-Occupier","Euro","125702"
"Median Price","2016 January","Existing","All","Filings","All Buyer Types","Euro","175000"
"Median Price","2016 January","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2016 January","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","199000"
"Median Price","2016 January","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2016 January","Existing","All","Executions","All Buyer Types","Euro","185000"
"Median Price","2016 January","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Median Price","2016 January","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","207500"
"Median Price","2016 January","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","120750"
"Median Price","2016 February","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","182500"
"Median Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","220000"
"Median Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2016 February","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","193000"
"Median Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","211500"
"Median Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","113000"
"Median Price","2016 February","New","All","Filings","All Buyer Types","Euro","253541"
"Median Price","2016 February","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","243885"
"Median Price","2016 February","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","289386"
"Median Price","2016 February","New","All","Filings","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2016 February","New","All","Executions","All Buyer Types","Euro","254271"
"Median Price","2016 February","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","252499"
"Median Price","2016 February","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","265000"
"Median Price","2016 February","New","All","Executions","Household Buyer - Non-Occupier","Euro","155000"
"Median Price","2016 February","Existing","All","Filings","All Buyer Types","Euro","175000"
"Median Price","2016 February","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2016 February","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","205500"
"Median Price","2016 February","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","114000"
"Median Price","2016 February","Existing","All","Executions","All Buyer Types","Euro","172750"
"Median Price","2016 February","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2016 February","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","205000"
"Median Price","2016 February","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","110500"
"Median Price","2016 March","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","176975"
"Median Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192000"
"Median Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","120000"
"Median Price","2016 March","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","184999"
"Median Price","2016 March","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
